,Dates,Temperature_av,Wind_speed,Precipitation,Pressure,Heat_index
628,2016-09-20,14,5,0.0,1017,20
629,2016-09-21,16,20,0.6,1009,17
630,2016-09-22,15,24,0.0,1007,19
631,2016-09-23,17,33,0.0,1010,20
632,2016-09-24,17,7,0.0,1009,25
633,2016-09-25,16,15,0.2,1006,20
634,2016-09-26,15,5,0.0,1011,25
635,2016-09-27,15,28,0.0,1007,23
636,2016-09-28,15,8,0.0,1012,21
637,2016-09-29,16,24,0.4,997,18
638,2016-09-30,14,31,0.0,999,16
639,2016-10-01,16,35,0.0,1007,20
640,2016-10-02,18,9,0.0,1010,26
641,2016-10-03,19,27,0.0,1001,25
642,2016-10-04,16,22,0.0,1005,23
643,2016-10-05,16,19,0.0,1015,21
644,2016-10-06,19,7,0.0,1018,27
645,2016-10-07,21,10,0.0,1018,27
646,2016-10-08,18,26,0.0,1018,18
647,2016-10-09,18,23,0.0,1019,21
648,2016-10-10,22,21,0.0,1006,30
649,2016-10-11,15,13,0.0,1014,19
650,2016-10-12,15,2,0.0,1013,24
651,2016-10-13,14,26,0.2,1021,16
652,2016-10-14,15,11,0.0,1023,21
653,2016-10-15,17,16,0.0,1019,24
654,2016-10-16,21,23,0.0,1011,26
655,2016-10-17,17,16,2.6,1008,15
656,2016-10-18,18,13,0.0,1013,24
657,2016-10-19,17,12,0.0,1018,23
658,2016-10-20,17,25,0.4,1021,20
659,2016-10-21,20,20,0.0,1014,26
660,2016-10-22,16,18,2.0,1011,17
661,2016-10-23,14,30,0.1,1018,17
662,2016-10-24,15,15,0.0,1018,19
663,2016-10-25,17,13,0.0,1016,25
664,2016-10-26,20,8,0.0,1014,26
665,2016-10-27,18,22,0.1,1015,19
666,2016-10-28,17,14,0.1,1019,20
667,2016-10-29,19,22,1.4,1018,24
668,2016-10-30,22,25,0.0,1008,28
669,2016-10-31,17,11,0.0,1012,23
670,2016-11-01,16,5,0.0,1011,24
671,2016-11-02,17,9,0.0,1014,25
672,2016-11-03,19,11,0.0,1016,26
673,2016-11-04,20,6,0.0,1011,29
674,2016-11-05,20,22,0.0,1007,23
675,2016-11-06,17,12,0.0,1009,24
676,2016-11-07,21,15,0.0,1008,28
677,2016-11-08,21,19,0.0,1008,25
678,2016-11-09,18,14,0.0,1011,21
679,2016-11-10,19,13,0.1,1008,25
680,2016-11-11,19,13,0.0,1010,21
681,2016-11-12,23,11,0.0,999,33
682,2016-11-13,21,19,0.0,997,26
683,2016-11-14,18,21,0.2,1005,20
684,2016-11-15,17,7,0.0,1015,24
685,2016-11-16,18,22,0.0,1020,24
686,2016-11-17,19,17,0.0,1022,25
687,2016-11-18,23,12,0.0,1015,34
688,2016-11-19,20,19,0.6,1018,24
689,2016-11-20,20,15,0.0,1019,26
690,2016-11-21,23,15,0.0,1016,31
691,2016-11-22,25,21,0.0,1013,31
692,2016-11-23,22,12,0.0,1007,31
693,2016-11-24,17,21,0.0,1012,21
694,2016-11-25,18,20,0.0,1013,24
695,2016-11-26,20,17,0.0,1015,25
696,2016-11-27,19,18,0.5,1017,24
697,2016-11-28,22,14,0.1,1011,29
698,2016-11-29,20,22,0.0,1010,25
699,2016-11-30,20,16,0.0,1010,26
700,2016-12-01,22,13,0.0,1006,29
701,2016-12-02,25,5,0.0,1008,33
702,2016-12-03,21,13,0.0,1014,26
703,2016-12-04,22,18,0.0,1013,28
704,2016-12-05,25,9,0.0,1008,36
705,2016-12-06,22,5,0.4,1011,25
706,2016-12-07,21,13,0.1,1014,25
707,2016-12-08,23,21,0.0,1002,30
708,2016-12-09,20,18,0.0,1011,24
709,2016-12-10,19,15,0.2,1021,25
710,2016-12-11,21,20,0.1,1020,26
711,2016-12-12,22,18,0.0,1019,28
712,2016-12-13,26,13,0.0,1013,34
713,2016-12-14,27,15,0.0,1008,34
714,2016-12-15,18,18,1.0,1018,19
715,2016-12-16,19,6,4.0,1010,20
716,2016-12-17,24,6,0.0,1006,31
717,2016-12-18,18,21,0.3,1019,19
718,2016-12-19,19,17,0.1,1017,21
719,2016-12-20,23,17,0.0,1006,30
720,2016-12-21,21,22,0.0,1012,26
721,2016-12-22,20,13,0.1,1018,25
722,2016-12-23,21,20,0.0,1016,25
723,2016-12-24,22,14,0.0,1014,29
724,2016-12-25,23,22,0.0,1016,28
725,2016-12-26,24,22,0.0,1012,31
726,2016-12-27,23,13,0.0,1013,29
727,2016-12-28,24,23,0.0,1010,31
728,2016-12-29,26,11,0.0,1006,30
729,2016-12-30,26,13,0.3,1003,29
730,2016-12-31,24,16,0.2,1003,29
731,2017-01-01,23,11,0.0,1005,29
732,2017-01-02,21,25,0.1,1011,25
733,2017-01-03,21,26,0.2,1018,25
734,2017-01-04,21,18,0.1,1020,25
735,2017-01-05,22,15,1.0,1017,26
736,2017-01-06,22,19,1.6,1017,26
737,2017-01-07,22,20,0.2,1015,27
738,2017-01-08,24,20,0.0,1010,30
739,2017-01-09,25,13,0.0,1010,31
740,2017-01-10,25,10,0.0,1009,35
741,2017-01-11,27,6,0.5,1005,39
742,2017-01-12,23,10,0.1,1011,28
743,2017-01-13,27,21,0.0,1003,37
744,2017-01-14,27,15,0.6,1003,35
745,2017-01-15,23,14,0.8,1016,25
746,2017-01-16,23,21,0.0,1014,29
747,2017-01-17,27,10,0.0,1010,39
748,2017-01-18,27,22,0.0,1006,32
749,2017-01-19,21,14,0.2,1014,24
750,2017-01-20,24,22,1.5,996,33
751,2017-01-21,21,22,0.0,1011,25
752,2017-01-22,22,15,0.0,1015,26
753,2017-01-23,25,22,0.0,1010,32
754,2017-01-24,27,15,0.0,1007,40
755,2017-01-25,22,6,0.9,1018,26
756,2017-01-26,22,17,0.0,1014,27
757,2017-01-27,23,10,0.0,1016,27
758,2017-01-28,25,16,0.0,1013,34
759,2017-01-29,24,16,0.0,1015,30
760,2017-01-30,28,17,0.0,1009,39
761,2017-01-31,27,26,0.0,1009,34
762,2017-02-01,23,4,0.0,1012,29
763,2017-02-02,23,23,0.1,1014,26
764,2017-02-03,24,13,0.1,1013,28
765,2017-02-04,26,11,0.2,1011,34
766,2017-02-05,30,15,0.0,1009,42
767,2017-02-06,27,16,0.0,1009,36
768,2017-02-07,23,22,6.1,1018,25
769,2017-02-08,24,26,2.1,1022,28
770,2017-02-09,25,21,0.0,1014,32
771,2017-02-10,29,6,0.0,1008,44
772,2017-02-11,29,8,0.0,1004,48
773,2017-02-12,26,15,0.0,997,37
774,2017-02-13,21,13,0.0,1007,26
775,2017-02-14,21,23,1.0,1015,25
776,2017-02-15,22,10,0.1,1014,26
777,2017-02-16,25,15,0.0,1010,33
778,2017-02-17,27,18,0.4,1007,37
779,2017-02-18,24,19,0.3,1005,29
780,2017-02-19,21,9,1.7,1007,25
781,2017-02-20,20,12,0.0,1010,25
782,2017-02-21,21,11,0.0,1019,26
783,2017-02-22,23,23,0.0,1019,28
784,2017-02-23,24,17,0.0,1017,30
785,2017-02-24,23,10,0.2,1019,26
786,2017-02-25,21,23,0.6,1020,24
787,2017-02-26,21,22,0.2,1022,25
788,2017-02-27,22,21,0.2,1023,26
789,2017-02-28,23,18,2.8,1021,27
790,2017-03-01,23,13,0.3,1019,27
791,2017-03-02,23,12,0.3,1016,27
792,2017-03-03,23,16,1.6,1016,27
793,2017-03-04,22,27,1.7,1013,25
794,2017-03-05,22,29,0.1,1009,26
795,2017-03-06,21,37,0.2,1012,25
796,2017-03-07,20,27,0.4,1017,25
797,2017-03-08,20,18,0.2,1018,24
798,2017-03-09,20,18,0.2,1016,25
799,2017-03-10,21,22,0.2,1014,25
800,2017-03-11,20,12,0.0,1012,26
801,2017-03-12,22,18,0.0,1009,28
802,2017-03-13,23,17,0.0,1012,28
803,2017-03-14,22,17,1.8,1020,25
804,2017-03-15,23,24,2.0,1019,26
805,2017-03-16,23,17,4.9,1011,26
806,2017-03-17,21,35,0.4,1020,21
807,2017-03-18,22,26,0.7,1023,25
808,2017-03-19,24,22,1.2,1018,28
809,2017-03-20,24,18,0.0,1016,30
810,2017-03-21,25,11,0.0,1014,32
811,2017-03-22,25,4,0.1,1012,35
812,2017-03-23,21,19,0.0,1018,25
813,2017-03-24,21,17,0.4,1019,25
814,2017-03-25,21,11,0.0,1015,25
815,2017-03-26,22,11,0.0,1014,28
816,2017-03-27,23,18,0.0,1013,27
817,2017-03-28,22,12,0.0,1012,26
818,2017-03-29,24,14,0.0,1009,32
819,2017-03-30,21,29,8.1,1008,20
820,2017-03-31,18,30,0.1,1015,21
821,2017-04-01,20,4,0.0,1017,27
822,2017-04-02,19,28,1.1,1025,21
823,2017-04-03,18,19,2.1,1027,20
824,2017-04-04,18,20,1.7,1027,21
825,2017-04-05,19,19,0.4,1024,24
826,2017-04-06,19,9,0.0,1024,25
827,2017-04-07,20,10,0.0,1026,25
828,2017-04-08,19,11,0.0,1023,25
829,2017-04-09,20,17,0.0,1011,26
830,2017-04-10,15,31,0.0,1008,18
831,2017-04-11,18,30,0.0,1017,25
832,2017-04-12,19,20,1.0,1022,24
833,2017-04-13,18,16,0.7,1021,21
834,2017-04-14,18,7,0.0,1020,26
835,2017-04-15,18,12,0.0,1019,25
836,2017-04-16,19,4,0.0,1018,26
837,2017-04-17,19,6,0.0,1023,25
838,2017-04-18,19,10,0.0,1025,25
839,2017-04-19,20,15,0.8,1028,25
840,2017-04-20,20,13,0.1,1028,26
841,2017-04-21,19,8,0.1,1025,25
842,2017-04-22,20,10,0.1,1023,26
843,2017-04-23,20,1,0.0,1021,27
844,2017-04-24,20,6,0.0,1019,26
845,2017-04-25,20,21,1.0,1010,27
846,2017-04-26,18,22,0.0,1004,24
847,2017-04-27,15,26,0.0,1014,18
848,2017-04-28,15,14,0.0,1021,19
849,2017-04-29,16,7,0.0,1019,24
850,2017-04-30,17,13,0.0,1021,21
851,2017-05-01,18,15,0.0,1016,25
852,2017-05-02,18,12,0.0,1016,24
853,2017-05-03,16,23,0.4,1027,18
854,2017-05-04,17,12,0.1,1030,20
855,2017-05-05,17,6,0.0,1029,24
856,2017-05-06,18,13,0.0,1022,25
857,2017-05-07,16,16,0.0,1024,19
858,2017-05-08,14,12,0.0,1025,19
859,2017-05-09,15,16,0.0,1024,19
860,2017-05-10,15,12,0.0,1023,21
861,2017-05-11,16,15,0.0,1023,19
862,2017-05-12,16,11,0.6,1025,19
863,2017-05-13,17,6,0.0,1022,24
864,2017-05-14,16,13,1.7,1020,19
865,2017-05-15,16,26,0.0,1015,19
866,2017-05-16,15,15,0.0,1016,19
867,2017-05-17,15,4,0.0,1022,20
868,2017-05-18,17,12,0.1,1025,21
869,2017-05-19,17,20,4.2,1023,19
870,2017-05-20,18,9,0.6,1016,20
871,2017-05-21,17,10,0.0,1019,20
872,2017-05-22,17,8,0.0,1022,21
873,2017-05-23,18,8,0.0,1018,25
874,2017-05-24,17,24,0.0,1013,24
875,2017-05-25,15,6,0.0,1019,25
876,2017-05-26,15,9,0.0,1020,18
877,2017-05-27,16,4,0.0,1019,25
878,2017-05-28,16,22,0.0,1010,24
879,2017-05-29,13,19,0.0,1018,16
880,2017-05-30,11,13,0.0,1021,16
881,2017-05-31,13,31,0.5,1025,15
882,2017-06-01,13,24,0.1,1031,16
883,2017-06-02,14,25,0.1,1030,17
884,2017-06-03,14,23,0.1,1029,18
885,2017-06-04,15,12,0.2,1025,18
886,2017-06-05,14,5,0.0,1022,20
887,2017-06-06,12,22,0.2,1018,16
888,2017-06-07,15,29,4.2,1019,16
889,2017-06-08,16,22,1.4,1023,18
890,2017-06-09,15,20,1.2,1027,17
891,2017-06-10,16,15,1.5,1031,18
892,2017-06-11,16,6,0.1,1027,19
893,2017-06-12,15,11,0.0,1024,18
894,2017-06-13,15,19,0.2,1029,18
895,2017-06-14,16,6,0.1,1029,20
896,2017-06-15,15,2,0.0,1025,20
897,2017-06-16,15,12,0.0,1023,17
898,2017-06-17,16,12,0.1,1022,19
899,2017-06-18,15,28,0.9,1025,17
900,2017-06-19,16,21,0.2,1028,18
901,2017-06-20,16,11,0.0,1026,18
902,2017-06-21,14,19,0.0,1025,18
903,2017-06-22,14,9,0.0,1026,18
904,2017-06-23,13,11,0.0,1016,18
905,2017-06-24,14,15,0.0,1016,18
906,2017-06-25,13,20,0.0,1017,17
907,2017-06-26,13,10,0.0,1021,18
908,2017-06-27,13,8,0.1,1025,17
909,2017-06-28,13,12,0.2,1021,15
910,2017-06-29,12,9,0.0,1019,16
911,2017-06-30,12,24,0.0,1024,14
912,2017-07-01,11,18,0.0,1028,15
913,2017-07-02,11,5,0.0,1025,18
914,2017-07-03,11,11,0.0,1017,15
915,2017-07-04,15,14,0.0,1012,19
916,2017-07-05,14,15,0.0,1012,18
917,2017-07-06,12,10,0.0,1015,18
918,2017-07-07,12,17,0.0,1011,17
919,2017-07-08,12,15,0.0,1016,16
920,2017-07-09,12,13,0.0,1020,17
921,2017-07-10,12,15,0.0,1025,16
922,2017-07-11,12,18,0.0,1030,16
923,2017-07-12,13,18,0.8,1032,15
924,2017-07-13,12,7,0.0,1025,17
925,2017-07-14,14,15,0.0,1017,19
926,2017-07-15,14,9,0.0,1018,18
927,2017-07-16,13,4,0.0,1022,18
928,2017-07-17,13,11,0.0,1017,18
929,2017-07-18,15,22,0.0,1010,24
930,2017-07-19,13,24,0.0,1007,16
931,2017-07-20,12,23,0.0,1013,16
932,2017-07-21,12,25,0.0,1020,16
933,2017-07-22,12,9,0.0,1020,19
934,2017-07-23,14,16,0.0,1015,21
935,2017-07-24,15,17,0.0,1019,19
936,2017-07-25,14,12,0.0,1020,20
937,2017-07-26,17,28,0.0,1016,20
938,2017-07-27,14,5,0.0,1023,19
939,2017-07-28,14,34,0.0,1016,19
940,2017-07-29,13,10,0.0,1018,19
941,2017-07-30,19,20,0.0,1013,25
942,2017-07-31,15,4,0.0,1014,17
943,2017-08-01,13,20,0.0,1022,16
944,2017-08-02,13,18,0.0,1023,16
945,2017-08-03,14,11,0.0,1016,17
946,2017-08-04,13,27,0.0,1009,16
947,2017-08-05,14,19,0.0,1012,18
948,2017-08-06,15,23,0.0,1011,19
949,2017-08-07,14,31,0.0,1009,17
950,2017-08-08,13,16,0.0,1018,17
951,2017-08-09,14,12,0.0,1021,19
952,2017-08-10,16,10,0.0,1015,23
953,2017-08-11,18,16,0.0,1013,24
954,2017-08-12,15,17,0.0,1018,19
955,2017-08-13,15,7,0.0,1021,21
956,2017-08-14,16,8,0.0,1017,23
957,2017-08-15,17,11,0.0,1011,20
958,2017-08-16,19,34,0.0,1004,20
959,2017-08-17,16,18,0.0,1007,21
960,2017-08-18,14,49,0.0,1008,16
961,2017-08-19,12,38,0.4,1017,14
962,2017-08-20,12,23,0.0,1022,16
963,2017-08-21,13,12,0.0,1017,16
964,2017-08-22,14,6,0.0,1018,20
965,2017-08-23,15,13,0.0,1017,20
966,2017-08-24,14,27,0.1,1017,17
967,2017-08-25,14,28,0.1,1023,16
968,2017-08-26,14,1,0.0,1022,24
969,2017-08-27,12,20,0.0,1014,17
970,2017-08-28,12,33,0.1,1018,15
971,2017-08-29,13,7,0.0,1021,16
972,2017-08-30,14,16,0.0,1021,17
973,2017-08-31,13,30,0.0,1025,16
974,2017-09-01,13,15,0.0,1023,17
975,2017-09-02,14,7,0.0,1019,24
976,2017-09-03,19,27,0.0,1008,25
977,2017-09-04,16,20,0.0,1008,20
978,2017-09-05,14,26,0.0,1010,17
979,2017-09-06,14,27,0.0,1014,17
980,2017-09-07,15,21,0.0,1017,19
981,2017-09-08,14,27,0.0,1017,18
982,2017-09-09,13,18,0.0,1021,17
983,2017-09-10,14,11,0.0,1021,19
984,2017-09-11,16,6,0.0,1017,24
985,2017-09-12,19,13,0.0,1013,26
986,2017-09-13,23,29,0.0,1003,28
987,2017-09-14,14,35,0.0,1012,15
988,2017-09-15,16,22,0.0,1018,20
989,2017-09-16,16,25,0.0,1017,21
990,2017-09-17,14,12,0.0,1025,18
991,2017-09-18,16,18,0.0,1019,24
992,2017-09-19,18,27,0.0,1015,23
993,2017-09-20,15,10,0.0,1019,18
994,2017-09-21,17,12,0.0,1014,24
995,2017-09-22,21,12,0.0,1012,26
996,2017-09-23,24,22,0.0,1005,29
997,2017-09-24,25,31,0.0,1003,26
998,2017-09-25,20,19,0.0,1006,25
999,2017-09-26,16,18,0.0,1016,20
1000,2017-09-27,17,27,0.0,1011,24
1001,2017-09-28,20,26,0.0,1008,24
1002,2017-09-29,19,8,0.0,1013,25
1003,2017-09-30,18,28,0.0,1014,23
1004,2017-10-01,17,7,0.0,1020,25
1005,2017-10-02,18,14,0.0,1021,25
1006,2017-10-03,19,15,0.0,1020,25
1007,2017-10-04,18,16,0.0,1020,25
1008,2017-10-05,20,18,0.0,1014,26
1009,2017-10-06,19,22,0.0,1015,18
1010,2017-10-07,16,19,0.0,1021,20
1011,2017-10-08,17,17,0.0,1017,21
1012,2017-10-09,21,4,0.0,1008,30
1013,2017-10-10,18,13,0.0,1017,20
1014,2017-10-11,20,20,0.1,1013,24
1015,2017-10-12,21,17,0.0,1011,25
1016,2017-10-13,19,15,0.0,1016,25
1017,2017-10-14,17,26,0.1,1023,19
1018,2017-10-15,18,14,0.0,1024,20
1019,2017-10-16,19,15,0.0,1026,25
1020,2017-10-17,19,23,0.0,1026,25
1021,2017-10-18,20,26,0.0,1026,25
1022,2017-10-19,21,22,0.0,1021,27
1023,2017-10-20,17,31,1.8,1020,16
1024,2017-10-21,16,21,0.5,1019,17
1025,2017-10-22,16,16,0.9,1013,19
1026,2017-10-23,17,17,0.0,1017,20
1027,2017-10-24,20,16,0.0,1016,26
1028,2017-10-25,21,7,0.0,1010,28
1029,2017-10-26,19,16,0.0,1004,24
1030,2017-10-27,19,24,0.0,1010,21
1031,2017-10-28,21,15,0.0,1009,27
1032,2017-10-29,24,13,0.0,1006,29
1033,2017-10-30,23,17,0.0,1001,30
1034,2017-10-31,16,30,0.0,1013,19
1035,2017-11-01,17,15,0.0,1011,21
1036,2017-11-02,18,13,0.0,1013,20
1037,2017-11-03,20,4,0.0,1010,27
1038,2017-11-04,16,23,1.0,1018,16
1039,2017-11-05,16,14,1.3,1022,16
1040,2017-11-06,19,21,0.9,1004,25
1041,2017-11-07,17,25,0.0,1016,19
1042,2017-11-08,17,20,0.1,1025,19
1043,2017-11-09,18,15,0.0,1025,24
1044,2017-11-10,19,14,0.0,1026,25
1045,2017-11-11,19,16,0.0,1025,25
1046,2017-11-12,19,15,0.0,1024,24
1047,2017-11-13,18,18,0.0,1022,24
1048,2017-11-14,19,17,0.0,1020,24
1049,2017-11-15,20,27,0.0,1017,25
1050,2017-11-16,20,26,0.0,1015,26
1051,2017-11-17,21,30,0.6,1017,25
1052,2017-11-18,20,26,1.4,1020,21
1053,2017-11-19,20,17,0.0,1022,25
1054,2017-11-20,20,14,0.1,1024,25
1055,2017-11-21,20,12,0.0,1022,25
1056,2017-11-22,20,17,0.3,1018,25
1057,2017-11-23,21,19,0.0,1015,26
1058,2017-11-24,22,18,0.0,1016,28
1059,2017-11-25,22,19,0.0,1017,27
1060,2017-11-26,22,22,0.0,1015,28
1061,2017-11-27,22,13,1.3,1016,25
1062,2017-11-28,22,17,0.8,1018,26
1063,2017-11-29,22,16,0.3,1018,27
1064,2017-11-30,23,22,0.1,1016,28
1065,2017-12-01,24,29,0.0,1012,30
1066,2017-12-02,22,24,4.6,1005,25
1067,2017-12-03,21,4,0.0,1006,27
1068,2017-12-04,18,21,0.0,1010,17
1069,2017-12-05,19,22,0.0,1005,25
1070,2017-12-06,20,4,1.4,1002,25
1071,2017-12-07,24,6,0.0,1005,30
1072,2017-12-08,21,24,1.1,1010,24
1073,2017-12-09,20,12,0.0,1019,25
1074,2017-12-10,21,17,0.0,1021,26
1075,2017-12-11,22,19,0.0,1018,27
1076,2017-12-12,23,21,0.0,1016,28
1077,2017-12-13,24,20,0.0,1011,30
1078,2017-12-14,27,17,0.0,1007,36
1079,2017-12-15,23,14,0.7,1012,27
1080,2017-12-16,25,18,0.0,1012,32
1081,2017-12-17,23,18,0.0,1015,28
1082,2017-12-18,24,15,0.0,1010,31
1083,2017-12-19,27,21,0.3,1006,35
1084,2017-12-20,26,12,1.1,1006,33
1085,2017-12-21,21,15,0.4,1018,24
1086,2017-12-22,22,18,0.2,1014,26
1087,2017-12-23,24,16,0.0,1010,31
1088,2017-12-24,25,13,0.2,1006,31
1089,2017-12-25,20,22,0.0,1016,21
1090,2017-12-26,21,18,0.1,1019,25
1091,2017-12-27,22,22,0.0,1017,26
1092,2017-12-28,24,21,0.0,1014,29
1093,2017-12-29,25,18,0.0,1010,33
1094,2017-12-30,25,4,0.0,1004,32
1095,2017-12-31,22,20,0.2,1010,25
1096,2018-01-01,23,24,0.0,1005,27
1097,2018-01-02,23,14,0.0,1005,28
1098,2018-01-03,21,27,0.2,1011,25
1099,2018-01-04,21,10,0.0,1016,25
1100,2018-01-05,22,18,0.0,1015,28
1101,2018-01-06,25,20,0.0,1014,32
1102,2018-01-07,28,9,0.0,1012,45
1103,2018-01-08,26,15,0.0,1012,36
1104,2018-01-09,24,23,0.0,1012,29
1105,2018-01-10,21,17,0.0,1019,25
1106,2018-01-11,22,12,0.2,1017,25
1107,2018-01-12,24,21,0.0,1009,31
1108,2018-01-13,26,22,0.0,1000,31
1109,2018-01-14,19,44,0.2,1009,24
1110,2018-01-15,20,29,0.0,1013,25
1111,2018-01-16,20,33,0.0,1018,24
1112,2018-01-17,20,24,0.0,1018,25
1113,2018-01-18,22,13,0.0,1017,28
1114,2018-01-19,23,16,0.0,1013,31
1115,2018-01-20,24,16,0.0,1013,31
1116,2018-01-21,24,19,0.0,1011,31
1117,2018-01-22,26,20,0.0,1008,36
1118,2018-01-23,26,10,0.0,1011,32
1119,2018-01-24,25,19,0.0,1009,33
1120,2018-01-25,25,18,0.0,1011,30
1121,2018-01-26,25,16,0.0,1011,32
1122,2018-01-27,26,20,0.1,1012,31
1123,2018-01-28,25,23,0.2,1013,30
1124,2018-01-29,25,21,0.0,1011,29
1125,2018-01-30,25,17,0.0,1004,31
1126,2018-01-31,19,32,0.1,1008,21
1127,2018-02-01,19,18,0.4,1014,20
1128,2018-02-02,20,20,0.3,1017,25
1129,2018-02-03,21,27,0.5,1020,25
1130,2018-02-04,21,20,0.1,1022,25
1131,2018-02-05,22,13,0.0,1019,28
1132,2018-02-06,23,17,0.0,1020,27
1133,2018-02-07,23,21,0.0,1020,27
1134,2018-02-08,24,23,0.0,1016,29
1135,2018-02-09,24,13,0.3,1012,32
1136,2018-02-10,24,8,0.0,1008,35
1137,2018-02-11,24,28,0.0,1003,28
1138,2018-02-12,24,17,0.0,1007,29
1139,2018-02-13,24,15,0.2,1011,28
1140,2018-02-14,27,7,0.0,1006,38
1141,2018-02-15,24,15,0.0,1011,29
1142,2018-02-16,23,21,0.0,1010,28
1143,2018-02-17,23,20,0.0,1013,27
1144,2018-02-18,24,21,0.0,1011,31
1145,2018-02-19,24,18,0.0,1012,27
1146,2018-02-20,20,26,0.1,1019,21
1147,2018-02-21,21,12,0.0,1017,25
1148,2018-02-22,22,14,0.0,1016,27
1149,2018-02-23,23,23,0.0,1014,28
1150,2018-02-24,26,22,0.0,1006,34
1151,2018-02-25,22,26,0.0,1008,21
1152,2018-02-26,19,24,1.0,1014,19
1153,2018-02-27,20,15,0.0,1016,25
1154,2018-02-28,23,12,0.0,1009,31
1155,2018-03-01,22,22,0.0,1011,25
1156,2018-03-02,22,16,0.2,1013,26
1157,2018-03-03,23,15,0.0,1009,29
1158,2018-03-04,23,29,0.0,1011,26
1159,2018-03-05,22,21,0.2,1015,25
1160,2018-03-06,21,29,0.3,1023,25
1161,2018-03-07,21,20,0.0,1025,25
1162,2018-03-08,21,18,0.0,1025,25
1163,2018-03-09,22,17,0.3,1026,25
1164,2018-03-10,22,15,0.0,1026,25
1165,2018-03-11,22,9,0.0,1020,29
1166,2018-03-12,22,10,0.0,1017,27
1167,2018-03-13,20,14,0.7,1019,21
1168,2018-03-14,22,12,0.0,1017,27
1169,2018-03-15,24,9,0.0,1011,33
1170,2018-03-16,22,13,0.1,1016,25
1171,2018-03-17,25,6,0.0,1013,35
1172,2018-03-18,28,21,0.0,1010,35
1173,2018-03-19,25,4,0.0,1014,37
1174,2018-03-20,23,30,0.0,1020,28
1175,2018-03-21,20,33,2.7,1027,21
1176,2018-03-22,20,23,0.3,1026,21
1177,2018-03-23,21,14,0.4,1023,25
1178,2018-03-24,22,17,0.0,1016,27
1179,2018-03-25,25,21,0.0,1006,31
1180,2018-03-26,21,14,0.0,1008,24
1181,2018-03-27,20,9,0.0,1017,25
1182,2018-03-28,22,13,0.0,1016,28
1183,2018-03-29,23,16,0.0,1015,28
1184,2018-03-30,23,10,0.0,1013,33
1185,2018-03-31,22,13,0.1,1018,25
1186,2018-04-01,24,14,0.0,1014,31
1187,2018-04-02,24,9,0.0,1013,32
1188,2018-04-03,21,13,0.1,1021,25
1189,2018-04-04,22,15,0.2,1019,25
1190,2018-04-05,22,15,0.0,1015,28
1191,2018-04-06,22,13,0.0,1017,27
1192,2018-04-07,24,13,0.0,1018,29
1193,2018-04-08,23,8,0.0,1018,31
1194,2018-04-09,24,5,0.0,1015,33
1195,2018-04-10,21,12,0.0,1021,25
1196,2018-04-11,23,18,0.0,1019,28
1197,2018-04-12,25,14,0.0,1014,32
1198,2018-04-13,26,11,0.0,1011,31
1199,2018-04-14,25,28,0.0,1002,28
1200,2018-04-15,21,30,0.0,1006,24
1201,2018-04-16,22,6,0.0,1011,28
1202,2018-04-17,20,25,0.1,1021,21
1203,2018-04-18,20,11,0.0,1024,24
1204,2018-04-19,21,12,0.0,1019,26
1205,2018-04-20,21,16,0.0,1019,26
1206,2018-04-21,20,16,0.1,1022,25
1207,2018-04-22,20,11,0.0,1021,25
1208,2018-04-23,20,8,0.0,1019,26
1209,2018-04-24,20,12,0.0,1017,25
1210,2018-04-25,20,15,1.6,1014,25
1211,2018-04-26,20,28,0.1,1014,25
1212,2018-04-27,18,28,0.1,1023,20
1213,2018-04-28,17,21,1.0,1024,19
1214,2018-04-29,18,17,0.1,1024,21
1215,2018-04-30,17,21,0.8,1025,20
1216,2018-05-01,18,1,0.0,1025,26
1217,2018-05-02,18,13,0.0,1019,25
1218,2018-05-03,20,10,0.0,1017,26
1219,2018-05-04,21,25,0.0,1013,25
1220,2018-05-05,17,5,0.0,1027,25
1221,2018-05-06,17,5,0.0,1029,25
1222,2018-05-07,19,18,0.0,1022,25
1223,2018-05-08,19,1,0.0,1021,25
1224,2018-05-09,19,3,0.0,1018,26
1225,2018-05-10,18,17,0.0,1008,24
1226,2018-05-11,13,31,0.0,1008,15
1227,2018-05-12,15,42,0.7,1009,17
1228,2018-05-13,16,32,0.9,1019,18
1229,2018-05-14,16,28,0.2,1024,18
1230,2018-05-15,16,10,0.0,1021,20
1231,2018-05-16,15,21,0.5,1025,18
1232,2018-05-17,15,3,0.0,1024,20
1233,2018-05-18,15,11,0.0,1020,20
1234,2018-05-19,15,6,0.0,1021,20
1235,2018-05-20,15,14,0.0,1018,19
1236,2018-05-21,16,26,0.0,1018,20
1237,2018-05-22,17,15,0.0,1018,24
1238,2018-05-23,17,6,0.0,1024,25
1239,2018-05-24,16,17,0.3,1023,18
1240,2018-05-25,17,14,0.0,1028,18
1241,2018-05-26,16,5,0.0,1028,25
1242,2018-05-27,16,8,0.0,1026,20
1243,2018-05-28,17,8,0.0,1023,20
1244,2018-05-29,17,10,0.0,1017,25
1245,2018-05-30,15,30,0.7,1018,16
1246,2018-05-31,14,34,0.0,1020,17
1247,2018-06-01,14,32,0.5,1022,15
1248,2018-06-02,15,36,0.6,1018,15
1249,2018-06-03,16,25,0.1,1019,18
1250,2018-06-04,15,20,2.7,1019,17
