Temp,Wind,Precip,Pressure,Heat,Brightness,FRP,Count,month
18.25,12.75,0.025,1021,23.25,329.1762753,55.84291498,1235,May
18.5,17.75,0.1,1017.75,23,327.278841,45.33261456,1484,May
18.25,14.25,1.45,1016.75,21.75,328.028538,70.04631579,855,May
18.25,14.75,0,1019.5,23,324.9899497,44.82318737,1393,May
18.5,14.5,0.025,1024.75,24,327.2804196,41.1037962,1001,May
18.5,17.25,0,1025.5,22.5,326.5369023,49.06569647,962,May
18.5,18,0,1020.25,23.5,326.481845,35.79461255,1355,May
17.75,8.5,0.375,1020.75,23,324.9038358,42.0769852,1486,May
18.25,10.75,0.025,1019.75,23.75,327.2675632,40.12017214,1859,May
18,20.75,0.1,1016.75,22,329.2404407,53.50177683,1407,May
16.75,22.25,0.025,1017,20.25,324.669385,34.28514806,2195,May
17.25,23.5,0.175,1018,21.25,325.2471748,38.07562418,1522,May
17.25,14.75,0.225,1022.75,21.25,320.8524804,30.39263708,1915,May
17.25,15.5,0.05,1024.5,21.25,325.1556769,38.21597525,2748,May
17.25,12.25,0.15,1024.25,21.5,323.4654314,40.34308049,1727,May
16.5,13.25,0.125,1026.75,20.75,323.4687674,31.97279889,2158,May
16,10.75,0,1026.5,20.75,322.06814,53.68901166,1629,May
16.75,10,0.2,1023.75,21.5,324.3014948,30.11061286,2676,May
16.5,6.75,0.075,1023.5,21,322.1106533,36.33899497,995,May
16.5,10.25,0,1022.75,21,321.2922456,32.27657512,1238,May
16.75,15.5,0,1022.75,21.25,322.8513069,30.99719264,1033,May
17.25,11.25,0,1021.75,22.5,319.5908247,29.71443299,970,May
17.5,10.5,0.025,1023,22.5,325.911412,46.79935525,1551,May
17.5,16.25,0.075,1019.25,21,325.1375394,46.77739222,951,May
16.5,20,0,1019,19.25,325.2891686,52.58070175,1311,May
17.25,18,0.025,1021,22.5,332.0505025,72.15351759,796,May
17.5,17.5,0.425,1020.5,20.75,325.4378585,39.10592734,523,May
17.25,13.75,0.05,1020.75,20.75,323.6085878,34.7971374,524,May
16.25,13.75,0.2,1020.25,21.5,322.3816667,40.72611111,540,May
15.75,17.5,0.175,1020,19.5,327.9629741,58.53762475,1002,May
15,15.75,0,1020.25,18.5,323.9673913,38.14066496,782,May
14.5,15,0.125,1022.25,17.25,325.4564292,30.87964847,1081,June
15.25,15.5,0.15,1020.25,18.75,321.593763,41.45696466,481,June
16,13,0.025,1018.75,21.25,324.3149268,31.60721951,1025,June
16.25,14.25,0.675,1017.5,19.5,322.2580324,40.04420922,803,June
15.25,15.25,0.025,1018.5,18.25,323.9987903,63.43243088,1736,June
15.25,17.5,0.425,1021,17.5,328.542029,41.90826087,1380,June
15.5,18,0.55,1021.25,17.25,325.6562066,39.69900695,1007,June
15.25,15,0.275,1019.75,18,324.6031989,27.6093185,719,June
15.75,13.25,0.25,1019,19,321.2020134,34.44630872,298,June
15.75,21,0.05,1020,19,325.2483051,29.95,590,June
15.75,16.5,0.025,1018,19.5,321.1689751,34.69861496,361,June
15,16.25,0.125,1014.75,17.75,322.917354,34.95068729,582,June
15,13.5,0.05,1014,18.75,324.9971897,47.15081967,427,June
15.5,16.75,0.225,1016.5,19.25,322.6559671,28.41893004,486,June
15.5,18,0.025,1019,19.5,321.5735294,26.47169118,272,June
14.5,18.5,0.125,1019.25,18.5,321.4037037,38.2782716,405,June
14,25.5,0,1018,17.75,324.6341677,31.74956195,799,June
13,23.5,0,1020,15.75,320.1945233,38.89878296,493,June
13.5,20,0.25,1022.25,16,319.7406639,23.97109267,723,June
14.5,15.75,0,1024.5,17.5,323.0178082,57.08270548,584,June
14.5,8.75,0.075,1026.25,17.75,322.9706052,39.35283381,1041,June
14.5,8.25,0,1026.5,19,324.3644383,43.58783658,1077,June
14.5,6,0.025,1025.5,20,321.2115075,32.16202532,869,June
14.5,10.75,0.05,1027.25,18.5,322.2833333,30.90864198,810,June
13.75,12.75,0.075,1028.5,17.5,323.300289,36.55895954,346,June
14,14.25,0,1028,17.25,325.8636213,48.29468439,602,June
14,7.5,0.375,1026,16.25,320.0977169,47.27853881,219,June
13.75,10.25,0.45,1022.5,16.75,323.4741379,37.09037356,696,June
13.5,11.25,0.025,1020,17.75,324.1017123,35.4489726,292,June
14,11.75,0.025,1023,18.75,323.4128028,39.19307958,289,June
15,13.25,0,1025.25,19.5,324.5363636,41.68325359,209,July
15.25,19.5,0,1021,18.5,321.0097222,33.34652778,288,July
15.25,18.75,0,1020.25,18.5,323.8464455,26.7936019,422,July
16,21,0.025,1018.5,19,322.5448649,42.20945946,370,July
16.25,17.75,0.25,1017.75,20.5,324.7668246,33.74139021,633,July
15.75,19.75,0.1,1017.25,20.25,322.7452145,51.74092409,303,July
14.25,21.5,0,1018,17.75,324.5393258,41.13191011,445,July
13.75,17.5,0,1021.5,17,324.2419492,40.16398305,472,July
13.5,9.75,0,1024.25,18.5,321.869788,29.39522968,566,July
13.25,12.75,0,1024,17.75,322.9703311,44.89072848,755,July
13.25,12.25,0.15,1021.75,17,324.8140808,45.73833116,767,July
14,10.75,0.05,1018.5,18,325.1345301,32.40232313,947,July
13.25,13.75,0,1017.75,17.25,322.2819923,37.80708812,522,July
12.25,15,0,1016,17.5,327.5510427,56.14568024,1007,July
13,13.5,0,1014.75,17.5,337.0734305,81.08957399,892,July
14,18.25,0,1012.25,17.5,323.7708589,37.40920245,652,July
14.75,20.75,0.3,1014.5,18.25,322.062013,34.6637987,616,July
15,15,0,1017.5,19,324.2668293,49.75658537,820,July
14,10,0.575,1016.5,18,326.5650838,45.38743017,716,July
14,25,0,1013.5,17.75,324.6804469,48.93128492,358,July
13.5,15.25,0,1016.75,16.5,326.9542819,38.51396574,759,July
13.75,20.75,0.025,1015.25,16.75,321.6554672,39.96322068,503,July
14.5,18.5,0.2,1012.75,18.25,328.9511927,45.2853211,1090,July
15.5,14.5,0.05,1014.5,20.75,323.7073298,46.48926702,764,July
15.25,14.25,0,1013.25,19.5,326.2735698,41.80217391,874,July
15.5,10.25,0,1016.25,20,331.8110526,56.96589474,950,July
15.75,10.5,0,1015.5,21,328.3059581,91.3194847,621,July
15,7,0,1015.5,19.75,328.2705761,46.97757202,486,July
15.5,21.25,0.025,1013.5,19.5,322.9311579,45.18610526,475,July
14.5,16.25,0.025,1016.5,17.75,324.2579666,42.43125948,659,July
14.5,14.5,0.05,1016.5,18.75,322.3109948,47.34502618,573,July
14.25,15.75,0,1015.25,17.5,324.2482759,36.59155172,580,August
14.75,19.75,0,1017.25,19.25,326.8821759,85.95833333,432,August
15,26,0.15,1013,18,322.5445104,42.28338279,337,August
15,23,0,1013.25,18.25,325.4663102,30.52219251,374,August
14.25,16.75,0.05,1013.5,17.75,324.4523659,51.6170347,317,August
14.25,21.5,0.525,1012,16.5,325.8865815,41.22396166,313,August
14,23.75,0.025,1014,17,322.9426087,42.65188406,345,August
14,15.5,0.025,1015.25,18.25,325.0721044,38.11353997,613,August
14,18.5,0,1017.5,18,322.9549618,48.4990458,524,August
14,18.5,0,1018.5,17.75,327.4008114,62.07241379,493,August
14,18.25,0,1017.5,19.75,326.5149901,50.54733728,507,August
13.75,19.5,0,1020.25,17.75,325.7315789,56.95888158,608,August
14,14.25,0,1021.5,19.25,327.5267368,42.97410526,950,August
15,15.25,0,1020.25,20.25,325.9766962,47.72949853,678,August
15.5,22,0.05,1016,19.75,328.7621462,70.78891509,848,August
15,13.75,0.025,1015,18.75,326.7348718,62.40888889,585,August
14.25,12,0.05,1015.25,18.5,328.9613394,53.72907154,657,August
14,19.5,0.05,1017,18.5,327.2820368,67.55077793,707,August
14,20.75,0,1019.5,18.75,328.2521515,56.2464716,1162,August
13.75,15.25,0,1019.25,17.5,328.3101422,46.32663507,1055,August
13,17.5,0,1015.25,17,330.0153333,63.04766667,900,August
13.75,15.75,0,1016.5,17.75,327.2980676,51.43067633,828,August
14.5,12.75,0.075,1019.75,20.5,327.5064081,46.59561551,593,August
15,13,0.35,1022.75,21,327.8931962,66.98607595,632,August
15.25,11.25,0.375,1020,20,335.0073801,79.08431734,542,August
14.5,8.75,1.25,1016.75,19,330.3136476,50.73970223,403,August
13.75,18.25,0,1019,17.5,329.7622129,56.15281837,479,August
13.5,15.75,0.025,1015,16.75,328.1966368,43.7632287,446,August
14.25,19,0,1011.5,18.25,328.7473684,41.07944079,608,August
14.5,15.25,0.375,1014,18.25,327.4129683,45.14351585,347,August
14.5,15.5,0.15,1009.5,18.25,328.210356,47.48058252,309,August
15.5,15,0.025,1015.25,19.25,326.5632391,43.60205656,389,September
13.75,11.25,0.1,1019.25,18,335.4634146,59.76070461,738,September
13.5,15,0.4,1023,18,334.3898204,72.2451497,835,September
13.75,19,0.975,1022.25,17,333.9705448,73.65835642,1083,September
14.5,17.75,0.475,1019,17.25,332.5158824,63.25088235,1020,September
14.75,17.25,0.275,1016.75,17.25,329.9008086,50.00363881,742,September
15.5,15.25,0.325,1017,19.25,334.7387454,58.11070111,813,September
15.5,18.75,0.15,1017,18.25,327.9868637,49.14794745,609,September
16,12.5,0,1019.25,20.75,331.4576355,60.01986864,1218,September
16.25,16.75,0,1021.75,21,330.6402928,69.1183359,1298,September
15.5,23.25,0,1019,21,335.1134206,84.53968903,1222,September
15.75,14.75,0,1018.5,20,331.078209,50.81059701,670,September
15,15.5,0,1017.75,19.25,335.6555294,65.44117647,850,September
17,18,0,1017,22.25,332.5744434,73.21200387,1033,September
16.25,20.25,0,1015.75,21.25,330.2249333,74.15986667,750,September
14.25,20,0.05,1018,17.5,331.0523216,55.55492639,883,September
14.5,18.5,0,1020.5,18,332.9518634,60.55383023,966,September
15.5,16.25,0,1019,20.25,336.154134,70.64290688,1149,September
16,15.5,0.05,1017,22,328.5797277,46.92405446,661,September
15.75,12.75,0,1019.25,20.5,332.8301142,63.49885774,963,September
16,12.5,0,1023.75,22.5,332.9660681,63.38591682,1058,September
17.25,12.5,0,1023.25,23.75,332.484918,52.98546448,915,September
17.25,13.5,0.025,1023.5,21.25,332.0376673,45.68680688,1046,September
15.25,14.5,0.15,1025.25,19.5,334.4252324,70.75245684,753,September
15,12,0.25,1023.5,18.5,337.3016164,62.88739224,928,September
15.25,12,0.65,1019.75,20,330.7533509,57.67477004,761,September
15.5,10,0.2,1019.25,20.5,334.105,55.8525,920,September
16.75,18.75,0.25,1018.75,22.25,332.7478261,118.1623688,667,September
16,19.5,0,1019.5,18.75,339.2370539,105.8981777,1317,September
15.75,15.25,2.05,1022.25,19,333.5542438,60.64112654,1296,September
17.5,12.75,0,1023,22.75,330.7889823,49.06904962,1189,October
18,19,0,1021,23.25,333.677472,50.86218145,981,October
17.25,14,0,1018.5,21.5,331.6068421,54.4,950,October
16.25,18,0.55,1017.5,19.5,333.6201721,54.49321224,1046,October
16.5,18.5,0.075,1018.5,20.25,340.9648804,130.3019139,1045,October
17.25,13,0.125,1018.75,21.25,337.6056911,81.37174797,984,October
18.25,15.25,0.7,1017.5,22.75,337.591694,88.08666667,1830,October
19.25,18.25,0.1,1015.25,24.25,342.1217133,96.88834027,1681,October
18.5,13.5,0.275,1014.75,23,335.4240546,98.59256045,1613,October
18,17,0.625,1015.75,22,334.1056905,89.45332481,1564,October
17,15.75,0.575,1017.75,21.75,343.3644384,144.5154773,3321,October
17.25,15.25,0.125,1018.5,18.75,340.8555272,122.762459,2741,October
18,15.75,0.125,1015.25,21,344.8160305,103.9132316,2358,October
18.75,27,1.125,1015.25,21.25,334.2240324,83.15197199,2713,October
18.25,23.5,1.375,1016,21.5,340.5262687,89.17351812,2345,October
18,19.25,0.575,1017.25,23.25,338.3489988,87.89272579,2447,October
19,16.75,0.05,1014,22.75,338.2775281,81.79545455,1958,October
17.5,17.75,0.15,1014.5,21.25,345.9328886,183.8418279,2998,October
19.25,18,0,1015,24.5,337.9648135,87.6947924,1421,October
18,17.25,0,1016,22.5,339.5707078,83.51754518,1328,October
17.75,15.25,0.05,1015.75,21.75,341.6103035,111.9450953,1417,October
18.75,14,0,1015.25,23.5,338.3013605,60.45597668,1029,October
18.25,14.75,0,1015.75,23.25,334.9700275,67.8563703,1091,October
18.25,12.5,0.05,1017,22.75,346.1179226,91.59775967,1473,October
19.5,14.25,0.025,1017.25,25.25,332.8127575,68.49199683,1262,October
19.5,11.5,0,1015.5,27,333.8681295,75.87580911,1823,October
19.5,13,0,1015,25.75,336.6567125,88.59955693,2257,October
18.75,12.5,0,1015.5,24.25,337.0523038,76.23843038,1975,October
18,13.5,0.025,1016,23.5,338.516366,74.44548969,1552,October
19.75,14.5,0,1016.5,25,340.6954373,78.08022814,1578,October
21.25,11.75,0,1015.25,26.75,339.539204,86.91930348,1005,October
22.25,20.5,0,1016.25,26.25,334.1518687,62.77984848,1980,November
22,18.75,0,1017,26.75,339.2081948,80.46418338,1745,November
20.75,15,0,1016,26.25,333.6445448,65.46115358,1439,November
20.5,16.25,0,1012.25,26.5,335.6983683,71.84667832,1716,November
20.75,18,0,1010,26.25,338.249664,92.14590054,1488,November
20.5,17,0.4,1011.5,25.75,335.3385656,79.03734777,1478,November
18.75,15.25,1.65,1012.25,23.75,340.0151455,87.02940306,2027,November
18,17,0.05,1016,21.25,345.250679,94.82716049,1620,November
19.25,15.75,0,1016,23,332.284261,71.88358925,1042,November
19.25,13.75,0,1015.5,24.75,336.8916715,74.05226881,1741,November
19.75,16,0,1016.75,25.25,338.8688535,92.66165605,1570,November
21,17.75,0,1016.25,26,333.4278041,88.90326488,1899,November
20.5,19.75,0.025,1014.75,25.5,334.2348643,63.544746,1437,November
20.5,9.5,0.1,1016.5,26,338.5096289,92.95125376,997,November
21.25,18.25,0,1018,26.5,339.1488854,79.47059448,1884,November
21,13.75,0.025,1016.5,26.75,337.7320066,102.6801824,1206,November
20.25,16.5,0.025,1016.5,25.5,333.7383881,61.4804878,943,November
20,17,0.15,1017,23.5,333.3330794,57.94961915,919,November
20.75,17.75,0,1015.5,23.5,338.8353909,134.5156379,972,November
18.75,17,0.1,1012.75,22.25,333.293768,84.17842761,1043,November
20,20.5,0.125,1005,25,337.4127401,78.18604651,989,November
19.75,25,0.825,1004,23.75,339.0804527,107.9277778,972,November
18.25,25,0,1007.75,22.5,341.8305483,92.99490862,766,November
18.25,12.25,0,1007.75,24,335.6898437,80.62910156,1024,November
18.75,13.5,0,1005.5,24.75,343.2811869,90.23137626,1584,November
19,12.25,0.025,1008.25,25.5,333.212562,88.08584022,1815,November
19.25,15,0.1,1008.25,24.25,338.1559813,74.57018692,1070,November
19.75,22,4.775,1006.25,23.5,334.5336885,101.6597666,1971,November
19.75,16.75,0.15,1010.75,24.75,331.465812,68.34730769,2340,November
19.5,14.25,0.075,1011.5,25.25,340.2103301,67.82139806,2575,November
21.75,19,0,1008.75,28.25,329.8008594,55.43636719,2560,December
22,22.5,0,1006.75,28.5,337.3904563,57.99991628,2389,December
22.5,13.5,0,1009.5,27.75,335.2749654,58.83084371,2169,December
20.5,15.25,0.05,1014,25,337.1914837,61.50046574,1503,December
21.5,14.25,0,1016,25.75,345.0639124,93.59975112,2009,December
22.75,19.5,0,1016.5,25.75,340.1116745,96.84976415,1696,December
22.5,24,0,1016.75,27,338.9932039,99.45399552,1339,December
21.5,20.25,0,1017,26.5,345.5542739,100.0761826,1205,December
21.75,18,0.05,1015.25,27.25,336.4943155,61.97412993,862,December
21.75,14.25,0.1,1014.25,26.5,340.1656953,73.14945878,1201,December
21.75,12.75,0,1014.75,26.25,336.6213365,85.87280188,853,December
22.75,15.5,0.025,1011.25,26.75,342.1863144,85.83699187,738,December
21.25,21.5,0.5,1008,25.5,337.5704473,89.35495208,626,December
23,16.75,1.4,1004.5,28.5,337.0811268,65.65971831,355,December
23,20.5,0.975,1005,28.25,345.4516355,123.9074766,428,December
22,25.5,2.125,1007.25,25.75,336.9062222,48.03644444,225,December
21.75,17.5,0.275,1011,26.5,329.5475285,70.08022814,263,December
22.5,17.25,0.025,1013.25,27.5,339.4718377,56.75680191,419,December
23.5,15,0.05,1012.5,28,331.4596215,55.22870662,317,December
23.25,17.25,0,1010.75,30,339.8472637,60.87860697,402,December
23,16.75,0.025,1010.5,28.25,338.2045752,63.46078431,306,December
23,14.25,0.15,1012.75,29.75,335.1018717,121.2371658,374,December
21.75,17.5,0.025,1016.25,26,333.637931,46.64676724,464,December
23.5,15.25,0.025,1016,27.75,335.7215909,54.79375,704,December
24,16,0,1015.25,29,341.2026187,94.2193126,611,December
24,16,0,1013.75,28.5,333.8912886,62.26660617,551,December
24.5,18.75,0,1010.5,30.25,339.2945982,72.44110672,759,December
24.25,17.25,0,1010.5,29.75,341.3537582,106.4312092,612,December
23.75,16.5,0.075,1012.75,29.5,338.3362892,64.47148704,733,December
23.25,18.25,0.075,1013.75,29,340.7697674,99.37657807,602,December
23.5,16.5,0,1011.75,29.5,337.9807292,84.46393229,768,December
26.75,14.25,0,1010.75,29.25,339.1961407,108.2083995,881,January
25,14.75,0.025,1010.75,27,343.4268233,202.5118314,2468,January
26.5,16.25,0.1,1012,28.5,341.9095408,87.20477042,1677,January
24.75,18.5,0,1014,28,344.9326872,123.517533,1135,January
25,18,0,1014.75,27.75,336.5814496,77.51130221,814,January
24.25,14.5,0.15,1016.25,26.5,337.0043408,62.75192926,622,January
24.5,15.5,0.1,1016,27.25,340.701722,102.1712177,813,January
24.75,16,0.075,1014.5,27.5,344.2138018,88.92534504,797,January
24,16.5,0.075,1013.75,27.5,342.0845133,116.659882,678,January
24,13.75,0.1,1015.25,26.75,350.8250755,123.5295065,993,January
26.5,15,0.025,1015.5,28.5,342.8282407,87.19305556,864,January
26.5,17.75,0,1015.25,29.5,349.7863974,119.5584485,941,January
24.75,21,0,1016.5,27.25,347.2202861,110.7029909,769,January
27.5,17.5,0.025,1014,30.25,343.9174667,117.8608,750,January
27.75,17.25,0,1011.5,30.75,338.9997845,76.93793103,464,January
28.25,13.25,0,1010.25,31.75,337.1440072,160.2347048,559,January
27.5,16.25,0.025,1011,31.25,343.8934681,113.1755832,643,January
26,13.5,0.05,1014,29.25,339.3713514,107.3151351,555,January
26.25,17.25,0.25,1017.75,28.75,341.1811321,63.5954717,530,January
27.25,12.25,0,1016.75,30.25,337.888978,78.64488978,499,January
26.75,15.5,0.85,1014,29.5,339.6666229,145.147569,761,January
27.5,14.25,0.025,1011.75,30.75,350.0358771,128.8148662,1009,January
26.5,21.5,0.075,1010.5,30,339.0779385,137.09783,553,January
27.5,18,0.05,1012.25,29.75,341.4252632,80.09434211,760,January
25.75,15.5,0.35,1012.5,29,337.486119,231.7609065,353,January
26.25,14.75,0,1012,29.5,342.2066007,88.80792079,303,January
26.5,14.75,0,1012.75,30.25,329.9570934,87.88719723,289,January
26.5,15.25,0.05,1013.25,28.75,340.2703476,149.8795501,489,January
26.5,17.25,0,1012,29,344.0366667,110.7695455,660,January
27.75,16.75,0,1010.75,30.5,327.5923077,62.55022624,221,January
26.5,15,0,1012.75,29.5,341.05,84.78640351,228,January
25.5,16,0.025,1015.5,28.25,326.7056034,48.33103448,232,February
25.75,19,0.175,1014.25,28.25,357.3648897,163.7409926,544,February
26.75,18.5,0.175,1013.75,29.25,343.9457237,238.5523026,304,February
25,17.5,0.05,1014,28.25,331.1785714,54.27252747,182,February
25.75,17.25,0.125,1012.5,28.25,339.1775148,86.78757396,169,February
26.75,15.25,0.325,1011.5,29.5,335.4240506,125.2481013,79,February
27.25,18,0.275,1012.5,30,332.75625,45.61145833,96,February
25.25,18.5,0.45,1012.75,27.25,329.6702479,56.72066116,121,February
24,15.5,0.325,1012.25,26.25,333.2240741,56.55740741,54,February
24.5,15.75,0.025,1008.75,27.25,329.0035,69.928,200,February
23.5,17.5,0.05,1008,26,341.8957055,68.6208589,163,February
24.5,17.25,0.025,1006.5,26.5,329.6914191,107.2940594,303,February
23.5,16,0.05,1010.75,26.5,341.9472109,89.48843537,735,February
23.75,17.25,0.125,1016.25,26.25,332.7729367,57.4646833,521,February
24.75,16,0.025,1019.25,27,335.3905172,89.92463054,812,February
25.5,17.25,0.025,1017.25,27.75,351.3334783,148.9866087,1150,February
26.5,14.75,0,1013,28,327.880622,51.07727273,418,February
25,16,0,1011,28,335.6225275,55.80082418,364,February
24.75,14.75,0,1010.25,27.25,330.8812,57.8572,500,February
23.5,16.25,0.225,1011.75,26.75,336.9685221,60.57735125,521,February
23.25,17,0.175,1014.75,26.75,343.5046746,135.96022,1091,February
24.5,20.75,0.075,1015.75,27.25,342.5182506,162.5456686,1189,February
25,18.75,0.075,1017.5,27.5,344.8397397,103.6510511,999,February
25.25,21,0.1,1020.75,27.5,338.1249603,128.4354531,629,February
26.75,14.75,0.075,1021.25,28.75,343.4551648,78.50659341,455,February
26.75,13.25,0.1,1018,29.75,337.9115299,159.0350333,451,February
26.5,16,0.125,1017.25,28.75,350.6313648,103.3688976,762,February
25.75,17,0.025,1017.5,28,349.4994518,195.9928728,912,February
26.25,18.5,0.075,1019,28.25,350.7683212,107.6348905,685,March
26.75,15.75,0.225,1019.5,28.5,336.9991137,81.65672083,677,March
27,14,0.25,1019.5,29,339.4193059,149.5956616,461,March
28,14.75,0.125,1018.5,30.5,343.9162879,99.15492424,528,March
25,18.75,0.05,1017.25,27.25,335.0810667,161.0525333,375,March
24.75,15.25,0.125,1014.75,27.5,329.317551,36.92693878,245,March
22.25,15.25,0.55,1017.75,24.75,331.618,56.1036,250,March
24.75,14.5,0.125,1017.75,27.5,336.2946429,42.15714286,112,March
24.25,11,0.875,1017.75,26.5,331.5404762,67.46587302,252,March
24.75,12,0,1015,28.25,338.242132,59.09340102,197,March
25.25,14.25,0,1013,28,336.3645408,64.79923469,392,March
26.25,10,0,1011.5,29.25,332.7465995,64.12166247,397,March
23.25,13,0.3,1015.75,26.75,330.6351288,72.00163934,427,March
24.5,15.25,0.925,1014.75,27.25,331.3361564,47.12996743,307,March
24.75,17,0.125,1014.25,28.5,324.4253444,39.88236915,363,March
24.25,11.25,2.45,1016,27.25,334.6745592,54.79571788,397,March
25,15.5,1.25,1015,28,325.8164502,31.36363636,231,March
26.75,8.25,0,1013,29.5,332.0863971,37.42095588,272,March
26.25,10.75,0.5,1011.75,30,327.3691892,33.80486486,185,March
26,11.25,0.425,1012.25,29.75,327.6493377,28.95397351,302,March
25.5,13,0.15,1013.75,28.5,329.2443038,51.94810127,316,March
26,9.25,0.2,1014,29.25,331.2269058,46.46233184,223,March
24.5,12.5,0,1013.75,27.75,324.1465517,31.56465517,116,March
24.75,13.75,0,1012.25,28,325.9130952,28.09642857,84,March
22.5,19.5,0.225,1014.5,24.75,323.5845588,29.87941176,136,March
23.5,12.5,0,1017.75,25,322.625,31.75508475,236,March
22.75,14.75,2.325,1019.5,24.25,332.2822222,33.9837037,405,March
22.75,14.5,0.425,1017,25.25,328.9212996,35.91588448,277,March
21.75,21.75,0.1,1014.75,24.25,331.1126506,64.49939759,166,March
21.25,23.5,2.65,1012.75,23.75,330.6880779,44.95060827,411,March
21.25,14.75,0.025,1017,23,328.0081633,48.16285714,245,March
21.5,17,0.275,1020,24,326.795842,38.02723493,481,April
22.5,13.75,0.3,1021.75,25,330.8918736,47.4738149,443,April
23.75,11.75,0.175,1021.75,26.25,328.024031,38.83968992,645,April
22.75,21.5,0.325,1023.25,25,331.6,87.37641278,407,April
23.5,19.75,0.275,1022.25,25.25,325.6230061,37.61288344,326,April
22,10.75,0,1021.25,24.75,326.4359413,49.22836186,409,April
22.5,10.75,0,1018.75,25.5,328.0501976,42.10513834,253,April
23.5,13.5,0.1,1017,25.5,323.6945559,30.27621777,349,April
22.5,12.25,0.225,1017,24.5,326.5387879,47.55909091,330,April
20.75,15.75,0.075,1020.5,22.5,329.9678869,46.53693844,601,April
20,13.5,0.225,1022,22.75,323.9713249,55.34392015,551,April
21.25,12.25,0.125,1021.25,23.5,326.802625,36.922375,800,April
22.25,13.5,0,1020.5,25.25,333.7836957,38.95,460,April
21.75,15.75,0.425,1018.75,24.75,323.1797814,36.43169399,183,April
22,17.5,0.525,1017.25,24.75,322.8616766,54.27844311,334,April
22.5,18,0.55,1018.25,24.5,325.2265487,56.15575221,339,April
22,12.75,0.125,1020.75,25,325.0408616,27.76070496,766,April
21.25,12.25,0.025,1021.5,24,324.1597059,45.23705882,340,April
21.25,17.75,0.8,1021.5,23.25,324.1817481,29.94678663,389,April
22,16.5,2.55,1021.75,24,322.6680556,50.22592593,216,April
20.75,14.75,0.3,1022.75,23,321.9496403,25.53884892,139,April
20.75,15.25,0.275,1023.25,23.25,321.6320574,39.28277512,209,April
21,11.75,0.35,1025,24,323.5533203,50.84472656,512,April
21.5,12.5,0.075,1024.25,24.25,328.0286453,39.96277146,967,April
21.75,12,0.1,1021.5,24,323.8667447,53.45526932,427,April
21.75,15.75,0.025,1020,23.5,323.9651261,25.21302521,714,April
20,15,0,1024.25,22,323.2529801,47.15298013,453,April
20.5,12,0,1022.5,22.75,323.3503778,27.67607053,397,April
19.75,16.75,0.225,1021.75,22,318.6394678,40.24013304,451,April
20,19,0.2,1018,22.5,321.131307,33.18844985,329,April
19,15.75,0.075,1017.75,20.5,324.3010638,40.38851064,470,May
19,16.75,0.175,1021,21.5,328.9023316,67.46787565,386,May
20.25,16.75,0.575,1018.25,22,326.5960217,33.31790235,553,May
19.25,15.75,0.65,1017.75,21.75,332.584058,45.44637681,345,May
18,16.5,0.225,1018.5,20.5,323.1832335,35.69820359,334,May
18.25,15,0.025,1019.25,19.75,322.3772964,47.13934142,577,May
18.5,12.25,0.55,1017,20.75,322.0383099,37.52352113,710,May
18.5,16.5,0.025,1019,20.25,322.4353167,41.46871401,521,May
16.75,12.25,0.65,1019.75,18.25,322.5719124,39.10756972,502,May
17.5,14.25,0.05,1022,19.25,321.5647273,41.72036364,550,May
17.75,20.5,0.025,1024,20,321.1648799,37.58890943,541,May
18,12.75,0,1025.5,21.25,322.8001654,27.81555004,1209,May
18.5,13.75,0.1,1025.5,21,322.7245648,39.81914894,517,May
19.75,11,0.15,1025.75,22.75,325.3583407,36.32533098,1133,May
20.5,12,0.15,1026,24.25,328.4790307,68.99881306,1011,May
18.75,15.5,1.2,1024.25,21,324.6262821,37.10160256,624,May
17.75,11.75,0.275,1025.25,20.75,323.0982036,68.43333333,501,May
18.25,12.75,0.075,1025.75,22,318.6774194,33.35846774,248,May
19.25,16.5,0.175,1023.75,22.5,322.4351351,34.01051051,333,May
18.5,14.25,0.425,1022.25,20.25,322.7870056,48.89322034,177,May
19.5,9,0.025,1023.75,22,321.1021413,27.08907923,467,May
19.75,8,0,1025.5,23.5,323.4622568,42.81673152,514,May
19.75,12,0.2,1024,22.75,321.0345725,33.03717472,538,May
19.5,12.5,0.05,1021,22.75,325.7122622,39.83890063,473,May
18.5,10.75,0.775,1019.5,20.25,329.3038627,56.31223176,466,May
18,14.25,0.1,1018.25,20.25,325.672844,36.47376147,545,May
17,21.25,0.025,1016.75,18.5,321.3587379,47.33033981,412,May
16.75,18,0.2,1016.75,18,323.4308562,35.03667205,619,May
16.25,25,0.1,1015,17.75,319.2305769,41.10769231,520,May
15.5,19.5,0.025,1022,17.5,320.3238168,32.59709924,655,May
16.25,13.5,0.025,1025,18.25,321.8066246,37.29652997,634,May
17,15,0.025,1028.25,19,318.7337137,22.83869295,964,June
17.25,16,0.375,1027,19.25,325.9799514,34.52660996,823,June
16,16.25,0.15,1022.25,18.25,320.1068826,32.8437247,494,June
14.25,30.75,2.5,1022.25,16,317.3510417,26.27734375,384,June
15.5,18.75,0.375,1025.75,17,318.6423729,33.63813559,236,June
16.5,17.25,0,1026.75,18.5,322.1103976,31.63914373,1635,June
16.25,21.75,0.325,1027.25,17.5,319.1552189,36.34410774,594,June
16,17.75,0.25,1022.75,17.75,320.8237319,28.90615942,552,June
